2019-04-AC-HMGQZX-165,3191,803,薄,(一)（讀音）bó,[名],2,簾子。,《禮記．曲禮上》：「帷薄之外不趨，堂上不趨，執玉不趨。」,,,
2019-04-AC-HMGQZX-167,3191,803,薄,(一)（讀音）bó,[動],1,減輕、減損。,《左傳．成公十八年》：「禁淫慝，薄賦斂，宥罪戾。」,,,
2019-04-AC-HMGQZX-169,3191,803,薄,(一)（讀音）bó,[動],3,附著。,《楚辭．屈原．九章．涉江》：「腥臊並御，芳不薄兮。」,,,
2019-04-AC-HMGQZX-170,3191,803,薄,(一)（讀音）bó,[動],4,侵入。,《荀子．天論》：「故水旱未至而飢，寒暑未薄而疾。」,,,
2019-04-AC-HMGQZX-171,3191,803,薄,(一)（讀音）bó,[動],5,鄙視。如：「厚此薄彼」、「妄自菲薄」。,《史記．卷六五．孫子吳起傳》：「其母死，起終不歸。曾子薄之，而與起絕。」,,,
2019-04-AC-HMGQZX-172,3191,803,薄,(一)（讀音）bó,[副],0,輕微的。,《論語．衛靈公》：「躬自厚而薄責於人。」,,,
2019-04-AC-HMGQZX-175,37,4873,踣,bó,[動],1,跌倒。如：「踣地不起」。,《聊齋志異．卷一．勞山道士》：「頭觸硬壁，驀然而踣。」,,,
2019-04-AC-HMGQZX-176,37,4873,踣,bó,[動],2,倒斃。,《國語．魯語上》：「紂踣于京。」,,,
2019-04-AC-HMGQZX-177,37,4873,踣,bó,[動],3,暴屍。,《周禮．秋官．掌戮》：「凡殺人者踣諸市，肆之三日。」,,,
2019-04-AC-HMGQZX-180,109,3842,跛,(一)bǒ,[形],0,腳有殘疾，走起來身體歪歪斜斜，不能平衡。如：「跛腳」、「跛子」。,《穀梁傳．成公十年》：「衛孫良夫跛。」,,,
2019-04-AC-HMGQZX-186,20,5257,捭,(二)bò,[動],0,分開。通「擘」。,《禮記．禮運》：「夫禮之初，始諸飲食其燔黍、捭豚……。」,,,
2019-04-AC-HMGQZX-187,443,2402,播,bò,[動],1,下種，將種子撒在土裡。,《詩經．周頌．載芟》：「播厥百穀，實函斯活。」,,,
2019-04-AC-HMGQZX-188,443,2402,播,bò,[動],2,宣揚、傳布。,《周禮．春官．大司樂》：「凡六樂者，文之以五聲，播之以八音。」,唐．魏徵〈論時政疏〉：「仁者播其惠，信者效其忠。」,,
2019-04-AC-HMGQZX-190,443,2402,播,bò,[動],4,分開、分散。,《書經．禹貢》：「又北播為九河，同為逆河，入于海。」,《禮記．禮運》：「播五行於四時。」,,
2019-04-AC-HMGQZX-191,443,2402,播,bò,[動],5,遷移、逃亡。如：「播遷」。,《後漢書．卷九．孝獻帝紀．贊曰》：「獻生不辰，身播國屯。」,《金史．卷二八．禮志一》：「宣宗南播，疆宇日蹙。」,,
2019-04-AC-HMGQZX-192,443,2402,播,bò,[動],6,搖動。,《莊子．人間世》：「鼓筴播精，足以食十人。」,,,
2019-04-AC-HMGQZX-195,196,3221,薜,(二)bò,[動],0,破裂。通「劈」。,《周禮．冬官考工記．旊人》：「凡陶旊之事，髻墾薜暴，不入市。」,,,
2019-04-AC-HMGQZX-198,105,3878,擘,bò,[動],0,分開、分裂。,唐．白居易〈長恨歌〉：「釵留一股合一扇，釵擘黃金合分鈿。」,宋．吳文英〈祝英臺近．翦紅情〉詞：「玉纖曾擘黃柑，柔香繫幽素。」,,
2019-04-AC-HMGQZX-203,16346,162,白,(一)（語音）bái,[名],3,罰酒的杯子。也泛指一般酒杯。,《漢書．卷一○○．敘傳上》：「及趙、李諸侍中皆引滿舉白，談笑大噱。」,,,
2019-04-AC-HMGQZX-207,16346,162,白,(一)（語音）bái,[動],1,告訴。,《樂府詩集．卷七三．雜曲歌辭十三．古辭．焦仲卿妻》：「便可白公姥，及時相遣歸。」,,,
2019-04-AC-HMGQZX-208,16346,162,白,(一)（語音）bái,[動],2,在書信末署名下的敬語，用於平輩或晚輩。,唐．韓愈〈答李翊書〉：「聊相為言之。愈白。」,,,
2019-04-AC-HMGQZX-209,16346,162,白,(一)（語音）bái,[動],3,晨光初發，天明。,宋．蘇軾〈赤壁賦〉：「相與枕藉乎舟中，不知東方之既白。」,,,
2019-04-AC-HMGQZX-211,16346,162,白,(一)（語音）bái,[動],5,揭穿，專指戳穿謊言。,元．王曄《桃花女．楔子》：「我周公在卦鋪裡面，你自喚他出來，白他謊，討他銀子去。」,,,
2019-04-AC-HMGQZX-227,17543,143,百,(一)（語音）bǎi,[形],2,總指一切所有的詞。,《詩經．邶風．雄雉》：「百爾君子，不知德行。」,,,
2019-04-AC-HMGQZX-230,9,5646,佰,(一)（語音）bǎi,[名],2,職官名。古時軍隊中掌管一百人的指揮官。,《史記．卷四八．陳涉世家》：「躡足行伍之間，俛仰仟佰之中。」,,,
2019-04-AC-HMGQZX-235,7074,390,拜,bài,[動],1,1)對人低頭拱手行禮，或兩手扶地跪下磕頭。如：「交拜」、「叩拜」。,《左傳．僖公三十二年》：「卜偃使大夫拜曰：『君命大事，將有西師過軼我，擊之必大捷焉。』」,,,
2019-04-AC-HMGQZX-239,7074,390,拜,bài,[動],4,任官、授職。,晉．李密〈陳情表〉：「臣以供養無主，辭不赴命，詔書特下，拜臣郎中，尋蒙國恩，除臣洗馬。」,,,
2019-04-AC-HMGQZX-248,1555,1310,卑,bēi,[形],2,衰微、沒落。,《國語．周語上》：「王室其將卑乎？」,,,
2019-04-AC-HMGQZX-250,1555,1310,卑,bēi,[形],4,品格低劣。,《孟子．公孫丑上》：「行乎國政，如彼其久也；功烈，如彼其卑也。」,,,
2019-04-AC-HMGQZX-253,1555,1310,卑,bēi,[動],1,使簡陋、低俗。,《論語．秦伯》：「卑宮室而盡力乎溝洫。」,,,
2019-04-AC-HMGQZX-254,1555,1310,卑,bēi,[動],2,輕視、藐視。,《國語．晉語四》：「秦、晉匹也，何以卑我？」,,,
2019-04-AC-HMGQZX-255,34,4925,庳,(二)bēi,[形],1,低下。,《史記．卷一一九．循吏傳．孫叔敖傳》：「楚民俗好庳車。」,,,
2019-04-AC-HMGQZX-256,34,4925,庳,(二)bēi,[形],2,短小。,《周禮．地官．大司徒》：「其民豐肉而庳。」,,,
2019-04-AC-HMGQZX-257,34,4925,庳,(二)bēi,[名],0,眾水聚集的地方。,漢．揚雄《太玄經．卷一．增卦》：「澤庳其容，眾潤攸同。」,,,
2019-04-AC-HMGQZX-258,13,5494,埤,(四)bēi,[形],0,低下。通「卑」。,《荀子．非相》：「故君子之於言無厭。鄙夫反是：好其實不恤其文，是以終身不免埤汙傭俗。」,,,
2019-04-AC-HMGQZX-265,4012,679,悲,bēi,[動],1,哀傷。,唐．李白〈將進酒〉：「君不見高堂明鏡悲白髮，朝如青絲暮成雪。」,唐．杜甫〈登高〉詩：「萬里悲秋常作客，百年多病獨登臺。」,,
2019-04-AC-HMGQZX-266,4012,679,悲,bēi,[動],2,思念、顧念。,《詩經．豳風．東山》：「我東日歸，我心西悲。」,《漢書．卷一．高帝紀下》：「謂沛父兄曰：『游子悲故鄉。吾雖都關中，萬歲之後，吾魂魄猶思沛。』」,,
2019-04-AC-HMGQZX-267,4012,679,悲,bēi,[名],1,哀痛。如：「忍悲」、「含悲」、「樂極生悲」。,唐．白居易〈新樂府．上陽白髮人〉：「憶昔吞悲別親族，扶入車中不教哭。」,,,
2019-04-AC-HMGQZX-269,4012,679,悲,bēi,[形],1,哀傷的。,《詩經．豳風．七月》：「女心傷悲，殆及公子同歸。」,,,
2019-04-AC-HMGQZX-270,4012,679,悲,bēi,[形],2,淒厲的。如：「悲曲」、「悲聲」。,唐．杜甫〈自京赴奉先縣詠懷五百字〉詩：「暖客貂鼠裘，悲管逐清瑟。」,,,
2019-04-AC-HMGQZX-275,11876,234,北,(一)（語音）běi,[形],0,在北方或從北來的。如：「北國」、「北風」。,《詩經．邶風．北風》：「北風其涼，雨雪其雱。」,,,
2019-04-AC-HMGQZX-276,11876,234,北,(一)（語音）běi,[動],1,向北行。,《呂氏春秋．孟春紀．孟春》：「東風解凍，蟄蟲始振，魚上冰，獺祭魚，候鴈北。」,,,
2019-04-AC-HMGQZX-277,11876,234,北,(一)（語音）běi,[動],2,失敗、敗逃。如：「敗北」。,《韓非子．五蠹》：「魯人從君戰，三戰三北。」,,,
2019-04-AC-HMGQZX-279,11876,234,北,(三)bèi,[動],0,違反、背叛。通「背」。,《戰國策．齊策六》：「食人炊骨，士無反北之心，是孫臏、吳起之兵也。」,,,
2019-04-AC-HMGQZX-284,2951,856,背,(一)bèi,[動],2,離開、拋棄。如：「離鄉背井」。,《商君書．君臣》：「今世君不然，釋法而以知，背功而以譽。」,,,
2019-04-AC-HMGQZX-286,2951,856,背,(一)bèi,[動],4,死亡、去世。,《晉書．卷七九．謝安傳》：「（玄）上延亡叔臣安、亡兄臣靖，數月之間，相係殂背。」,,,
2019-04-AC-HMGQZX-289,2951,856,背,(一)bèi,[動],7,裝潢字畫或書冊，即裱褙。,宋．范公偁《過庭錄》：「然絹地朽爛為數十片，無能修之者。李因薦一匠者，酬傭直四十千，就書室背之。」,,,
2019-04-AC-HMGQZX-295,159,3439,孛,(二)bèi,[名],0,彗星的古稱之一。,《公羊傳．昭公十七年》：「冬，有星孛於大辰。孛者何？彗星也。」,,,
2019-04-AC-HMGQZX-296,286,2838,悖,(二)bèi,[動],1,違背、違反。,《荀子．性惡》：「皆反於性而悖於情也。」,《國語．周語上》：「而後王斟酌焉，是以事行而不悖。」,,
2019-04-AC-HMGQZX-297,286,2838,悖,(二)bèi,[動],2,衝突、矛盾。,《淮南子．脩務》：「聖人憂民如此其明也，而稱以無為，豈不悖哉！」,,,
2019-04-AC-HMGQZX-301,1024,1654,倍,bèi,[動],1,違背、反叛。,《禮記．緇衣》：「信以結之，則民不倍。」,,,
2019-04-AC-HMGQZX-302,1024,1654,倍,bèi,[動],2,背向、背著。,《戰國策．趙策三》：「天子弔，主人必將倍殯柩。」,《史記．卷九二．淮陰侯傳》：「兵法右倍山陵，前左水澤。」,,
2019-04-AC-HMGQZX-303,1024,1654,倍,bèi,[動],3,增加與原數相等的數。,《孟子．公孫丑上》：「故事半古之人，功必倍之。」,,,
2019-04-AC-HMGQZX-305,1024,1654,倍,bèi,[副],0,更加、益增。如：「勇氣倍增」、「倍受恩寵」。,維．〈九月九日憶山東兄弟〉詩：「獨在異鄉為異客，每逢佳節倍思親。」,,,
2019-04-AC-HMGQZX-306,75,4232,焙,bèi,[動],0,用微火加熱使東西乾燥。如：「烘焙」、「焙茶」。,唐．皮日休〈寄懷南陽潤卿〉詩：「醉來渾忘移花處，病起空聞焙藥香。」,清．陳章〈採茶歌〉：「焙成粒粒比蓮心，誰知儂比蓮心苦。」,,
2019-04-AC-HMGQZX-311,6337,440,被,(一)bèi,[動],2,蒙受、遭遇。,《孟子．離婁上》：「今有仁心仁聞，而民不被其澤。」,《戰國策．齊策四》：「寡人不祥，被於宗廟之祟。」,,
2019-04-AC-HMGQZX-312,6337,440,被,(一)bèi,[動],3,及，達到。,《書經．禹貢》：「東漸于海，西被于流沙。」,,,
2019-04-AC-HMGQZX-315,6337,440,被,(一)bèi,[助],0,表被動性，用在動詞前構成被動詞組。如：「被選」、「被害」。,《史記．卷八四．屈原賈生傳》：「信而見疑，忠而被謗，能無怨乎？」,蜀．諸葛亮〈後出師表〉：「然涉險被創，危然後安。」,,
2019-04-AC-HMGQZX-318,1801,1192,包,bāo,[動],1,裹紮、容納其中。如：「包裝」、「包容」、「無所不包」。,《詩經．召南．野有死麕》：「野有死麕，白茅包之。」,,,
2019-04-AC-HMGQZX-320,1801,1192,包,bāo,[動],3,藏。,《漢書．卷九七．外戚傳上．孝武李夫人傳》：「包紅顏而弗明。」,,,
2019-04-AC-HMGQZX-336,359,2593,苞,bāo,[動],2,容納。,晉．左思〈魏都賦〉：「巷苞諸公，都護之堂，殿居綺窗。」,,,
2019-04-AC-HMGQZX-337,359,2593,苞,bāo,[動],3,總攬。,魏．何晏〈景福殿賦〉：「兼苞博落，不常一象。」,,,
2019-04-AC-HMGQZX-339,127,3667,胞,bāo,[名],1,胞衣。包裹在胎兒外面的薄膜。,《漢書．卷九七．外戚傳下．孝成趙皇后傳》：「宮曰：『善臧我兒胞，丞知是何等兒也！』」,,,
2019-04-AC-HMGQZX-342,127,3667,胞,bāo,[名],4,病瘡。,《戰國策．楚策四》：「夫癘雖癰腫胞疾，上比前世，未至絞纓射股。下比近代，未至擢筋而餓死也。」,,,
2019-04-AC-HMGQZX-344,526,2229,褒,bāo,[動],2,稱揚、讚許。與「貶」相對而言。,《公羊傳．隱公元年》：「與公盟者眾矣，曷為獨褒乎此？」,梁．蕭統〈文選序〉：「頌者所以游揚德業，褒讚成功。」,,
2019-04-AC-HMGQZX-345,526,2229,褒,bāo,[名],1,獎賞。,《新唐書．卷一六二．呂元膺傳》：「請明枉直，以顯褒懲。」,,,
2019-04-AC-HMGQZX-347,526,2229,褒,bāo,[形],0,大。,《淮南子．主術》：「一人被之而不褒，萬人蒙之而不褊。」,《漢書．卷八三．朱博傳》：「官屬多褒衣大袑，不中節度，自今掾史衣皆令去地三寸。」,,
2019-04-AC-HMGQZX-354,4022,674,保,bǎo,[動],2,承擔、負責。如：「保荐」、「保險」。,《周禮．地官．大司徒》：「令五家為比，使之相保。」,,,
2019-04-AC-HMGQZX-355,4022,674,保,bǎo,[動],3,仗恃。,《左傳．僖公二十三年》：「保君父之命，而享其生祿。」,,,
2019-04-AC-HMGQZX-356,4022,674,保,bǎo,[動],4,妥為收藏。,《黃帝內經素問．卷三．靈蘭祕典論》：「黃帝乃擇吉日良兆而藏靈蘭之室以保焉。」,,,
2019-04-AC-HMGQZX-360,4022,674,保,bǎo,[名],3,職官名。即太保。古時三公之一，管理皇宮裡的教育。,《書經．君奭．序》：「召公為保，周公為師。」,,,
2019-04-AC-HMGQZX-365,36,4883,堡,(一)bǎo,[名],1,用土石築成的小城。,《十六國春秋輯補．卷四○．前秦錄．苻登傳》：「據險築堡以自固。」,,,
2019-04-AC-HMGQZX-368,67,4339,葆,bǎo,[名],1,叢生的草。,《漢書．卷六三．武五子傳．燕剌王劉旦傳》：「當此之時，頭如蓬葆。」,,,
2019-04-AC-HMGQZX-370,67,4339,葆,bǎo,[名],3,通「堡」。,《呂氏春秋．慎行論．疑似》：「與諸侯約，為高葆，禱於王路。」,,,
2019-04-AC-HMGQZX-372,67,4339,葆,bǎo,[動],1,隱藏、掩蔽。,《管子．水地》：「故其民諂諛葆詐，巧佞而好利。」,,,
2019-04-AC-HMGQZX-373,67,4339,葆,bǎo,[動],2,守。通「保」。,《墨子．非攻》：「濟三江五湖，而葆之會稽。」,,,
2019-04-AC-HMGQZX-376,2396,980,抱,bào,[名],1,胸懷、志趣。,《宋書．卷六九．范曄傳》：「然區區丹抱，不負夙心。」,,,
2019-04-AC-HMGQZX-383,2396,980,抱,bào,[動],5,守護。,《孟子．萬章下》：「抱關擊柝者，皆有常職以食於上。」,,,
2019-04-AC-HMGQZX-384,2396,980,抱,bào,[動],6,環繞。如：「環山抱水」。,宋．陸游〈書事〉詩：「聞道輿圖次第還，黃河依舊抱潼關。」,,,
2019-04-AC-HMGQZX-385,2396,980,抱,bào,[動],7,拋擲、丟棄。,《史記．卷一三．三代世表》：「褚先生曰：『抱之山中，山者養之。』」,,,
2019-04-AC-HMGQZX-389,1614,1270,暴,(一)bào,[動],1,急遽、猛烈。,《詩經．邶風．終風》：「終風且暴，顧我則笑。」,,,
2019-04-AC-HMGQZX-390,1614,1270,暴,(一)bào,[動],2,欺凌。,《荀子．性惡》：「則夫彊者害弱而奪之，眾者暴寡而譁之。」,,,
2019-04-AC-HMGQZX-392,1614,1270,暴,(一)bào,[動],4,空手搏鬥。,《論語．述而》：「暴虎馮河，死而無悔者，吾不與也。」,,,
2019-04-AC-HMGQZX-395,1614,1270,暴,(一)bào,[形],2,急躁的。,《荀子．彊國》：「威有三：有道德之威者，有暴察之威者，有狂妄之威者。」,,,
2019-04-AC-HMGQZX-407,1475,1348,班,bān,[動],1,古代將玉質的信物中分為二，雙方各執其一以為信。,《書經．舜典》：「既月乃日，覲四岳群牧，班瑞于群后。」,,,
2019-04-AC-HMGQZX-409,1475,1348,班,bān,[動],3,分予、贈給。,《後漢書．卷二四．馬援傳》：「（援）乃散盡（貨殖財產）以班昆弟、故舊，身衣羊裘、皮褲。」,,,
2019-04-AC-HMGQZX-412,1475,1348,班,bān,[動],6,相等、等同。,《孟子．公孫丑上》：「伯夷、伊尹於孔子，若是班乎？」,,,
2019-04-AC-HMGQZX-424,1475,1348,班,bān,[形],0,定時開動的。如：「班機」、「班車」。,清．徐珂《清稗類鈔．舟車類．班船》：「江蘇之稱航船，曰：『班船』。喻其往來有定，更番為代也。」,,,
2019-04-AC-HMGQZX-425,434,2420,斑,bān,[名],1,雜色的點或花紋。,唐．宋之問〈晚泊湘江〉詩：「唯餘望鄉淚，更染竹成斑。」,,,
2019-04-AC-HMGQZX-426,434,2420,斑,bān,[名],2,痕跡。,元．錢惟善〈和季文山齋早春〉詩：「落梅風細小窗寒，石上餘香點點斑。」,,,
2019-04-AC-HMGQZX-428,434,2420,斑,bān,[形],1,灰白。顏色雜而不純。如：「斑白」。,唐．韋應物〈淮上喜會梁川故人〉詩：「歡笑情如舊，蕭疏鬢已斑。」,,,
2019-04-AC-HMGQZX-429,434,2420,斑,bān,[形],2,雜亂。,《楚辭．屈原．離騷》：「紛總總其離合兮，斑陸離其上下。」,,,
2019-04-AC-HMGQZX-431,4166,651,般,(一)bān,[名],2,人名。少皞之子。,《山海經．海內經》：「少皞生般，般是始為弓矢。」,,,
2019-04-AC-HMGQZX-438,18,5336,瘢,bān,[名],1,瘡痕、疤痕。,漢．蔡琰〈胡笳十八拍〉：「塞上黃蒿兮枝枯葉乾，沙場白骨兮刀痕箭瘢。」,,,
2019-04-AC-HMGQZX-440,18,5336,瘢,bān,[名],3,過失、罪惡。,《新唐書．卷九七．魏徵傳》：「好則鑽皮出羽，惡則洗垢索瘢。」,,,
2019-04-AC-HMGQZX-441,59,4483,坂,bǎn,[名],0,山坡、斜坡。通「阪」。如：「山坂」、「峭坂」。,宋．戴復古〈夜宿田家〉詩：「雨行山崦黃泥坂，夜扣田家白皮扉。」,,,
2019-04-AC-HMGQZX-442,219,3112,阪,bǎn,[名],1,山坡。,《漢書．卷四五．蒯通傳》：「必相率而降，猶如阪上走丸也。」,唐．元稹〈當來日大難行〉：「當來日大難行。前有阪，後有坑。」,,
2019-04-AC-HMGQZX-443,219,3112,阪,bǎn,[名],2,山腰小路。,唐．劉長卿〈奉和李大夫同呂評事太行苦熱行〉：「朝辭羊腸阪，夕望貝丘郭。」,,,
2019-04-AC-HMGQZX-451,709,1961,板,bǎn,[名],8,,根據〈詩序〉：「板，凡伯刺厲王也。」,,,
2019-04-AC-HMGQZX-456,231,3050,版,bǎn,[名],2,古時築牆所用的木夾板。如：「版築」。,《史記．卷八二．田單傳》：「田單知士卒之可用，乃身操版插，與士卒分功。」,,,
2019-04-AC-HMGQZX-457,231,3050,版,bǎn,[名],3,簡牘的通稱。,《管子．宙合》：「故退身不舍端，修業不息版。」,,,
2019-04-AC-HMGQZX-458,231,3050,版,bǎn,[名],4,戶籍、圖籍。,《周禮．天官．司會》：「凡在書契版圖者之貳。」,《論語．鄉黨》：「式負版者。」,,
2019-04-AC-HMGQZX-473,6658,411,半,bàn,[形],2,在……中間。如：「半夜」、「半路」、「半山腰」。,唐．張繼〈楓橋夜泊〉詩：「姑蘇城外寒山寺，夜半鐘聲到客船。」,,,
2019-04-AC-HMGQZX-476,6658,411,半,bàn,[名],0,事物二分之一的部分。如：「剖半」、「一半」。,《莊子．天下》：「一尺之捶，日取其半，萬世不竭。」,,,
2019-04-AC-HMGQZX-477,1557,1308,伴,bàn,[名],0,同在一起而能互助的人。如：「伴侶」、「老伴」、「夥伴」。,《三國志．卷四○．蜀書．李嚴傳》：「吾與孔明俱受寄託，憂深責重，思得良伴。」,,,
